Фирма,Область,Код области,Товар,Код товара,ЕИ,Производитель,Количество,Поставщик
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,173.0024,УП,"Астра Зенека  АБ, Швеція",22,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,173.002,УП,"Астра Зенека  АБ, Швеція",17,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,5371007.0,УП,"Астра Зенека  АБ, Швеція",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,173.0088,УП,"Астра Зенека  АБ, Швеція",128,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,6503002.0,УП,"АстраЗенека АБ, Швеція",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",17,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,173.0029,УП,"Астра Зенека ЮК Лімітед, Великобританія",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,173.0001,УП,"Астра Зенека ЮК Лімітед, Великобританія",6,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,173.0007,УП,"Корден Фарма С.п.А (""in bulk"" пак.), Італія ( Астра Зенека ЮК Лімітед, Великобританія)",3,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Касодекс® табл. в / пл.об.150мг N28 *,173.0028,УП,"Корден Фарма С.п.А (""in bulk"" пак.), Італія ( Астра Зенека ЮК Лімітед, Великобританія)",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Крестор табл. в / пл.об. 40мг N28 (7х4),173.0097,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",4,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,173.0087,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",18,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,173.0026,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",45,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Крестор табл.в / пл.об.10мг N28 (14х2),173.0025,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",40,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,5543002.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",85,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,5543003.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",48,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,173.0054,УП,"Астра Зенека ЮК Лімітед, Велика Британія",4,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,173.0046,УП,"Астра Зенека  АБ, Швеція",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",96,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) Смотка 1+1 **,5371011.0,УП,"Астра Зенека  АБ, Швеція",3,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,173.0034,УП,"Астра Зенека  АБ, Швеція",168,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,173.0053,УП,"Астра Зенека ЮК Лімітед, Великобританія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",668,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,5371001.0,УП,"Астра Зенека  АБ, Швеція",35,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,173.0038,УП,"Астра Зенека  АБ, Швеція",78,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,5581002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",347,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,173.0021,УП,"Астра Зенека  АБ, Швеція",7,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,173.0024,УП,"Астра Зенека  АБ, Швеція",72,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,173.002,УП,"Астра Зенека  АБ, Швеція",52,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,173.0022,УП,"Сенексі, Франція",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,5371007.0,УП,"Астра Зенека  АБ, Швеція",3,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,173.0088,УП,"Астра Зенека  АБ, Швеція",150,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,6503002.0,УП,"АстраЗенека АБ, Швеція",4,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",52,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,173.0007,УП,"Корден Фарма С.п.А (""in bulk"" пак.), Італія ( Астра Зенека ЮК Лімітед, Великобританія)",6,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Касодекс® табл. в / пл.об.150мг N28 *,173.0028,УП,"Корден Фарма С.п.А (""in bulk"" пак.), Італія ( Астра Зенека ЮК Лімітед, Великобританія)",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),5543005.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Крестор табл. в / пл.об. 40мг N28 (7х4),173.0097,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",22,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,173.0087,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",27,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,173.0026,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",50,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Крестор табл.в / пл.об.10мг N28 (14х2),173.0025,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",43,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,5543002.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",98,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,5543003.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",20,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,173.0054,УП,"Астра Зенека ЮК Лімітед, Велика Британія",7,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,173.0046,УП,"Астра Зенека  АБ, Швеція",9,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,173.0045,УП,"Астра Зенека  АБ, Швеція",18,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",100,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) Смотка 1+1 **,5371011.0,УП,"Астра Зенека  АБ, Швеція",35,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,173.0034,УП,"Астра Зенека  АБ, Швеція",169,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Сероквель XR табл.прол.дії50мг N60 (10х6) блістер,173.005,УП,"Астра Зенека ЮК Лімітед, Великобританія",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",152,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,5371001.0,УП,"Астра Зенека  АБ, Швеція",17,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,173.0038,УП,"Астра Зенека  АБ, Швеція",116,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,215,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,5581002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",484,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,173.0021,УП,"Астра Зенека  АБ, Швеція",22,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,173.0024,УП,"Астра Зенека  АБ, Швеція",40,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,173.002,УП,"Астра Зенека  АБ, Швеція",81,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,173.0088,УП,"Астра Зенека  АБ, Швеція",82,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,6503002.0,УП,"АстраЗенека АБ, Швеція",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",40,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,173.0029,УП,"Астра Зенека ЮК Лімітед, Великобританія",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,173.0007,УП,"Корден Фарма С.п.А (""in bulk"" пак.), Італія ( Астра Зенека ЮК Лімітед, Великобританія)",3,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Крестор табл. в / пл.об. 40мг N28 (7х4),173.0097,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",3,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,173.0087,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",24,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,173.0026,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",36,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Крестор табл.в / пл.об.10мг N28 (14х2),173.0025,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",27,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,5543002.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",95,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,5543003.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",15,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,173.0054,УП,"Астра Зенека ЮК Лімітед, Велика Британія",6,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,173.0046,УП,"Астра Зенека  АБ, Швеція",7,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,173.0045,УП,"Астра Зенека  АБ, Швеція",11,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",58,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) Смотка 1+1 **,5371011.0,УП,"Астра Зенека  АБ, Швеція",20,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,173.0034,УП,"Астра Зенека  АБ, Швеція",126,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,173.0053,УП,"Астра Зенека ЮК Лімітед, Великобританія",5,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",990,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,5371001.0,УП,"Астра Зенека  АБ, Швеція",10,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,173.0038,УП,"Астра Зенека  АБ, Швеція",98,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНИГОВСКАЯ,216,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,5581002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",282,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,173.0024,УП,"Астра Зенека  АБ, Швеція",21,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,173.002,УП,"Астра Зенека  АБ, Швеція",22,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,173.0088,УП,"Астра Зенека  АБ, Швеція",64,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",92,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,173.0029,УП,"Астра Зенека ЮК Лімітед, Великобританія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Золадекс капс.д / підшк.введен.прол.дії 10.8мг шпр.-аплік.з зах.мех.N1 Смотка 2 уп *,5585008.0,УП,"Астра Зенека ЮК Лімітед, Великобританія",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,173.0001,УП,"Астра Зенека ЮК Лімітед, Великобританія",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Крестор табл. в / пл.об. 40мг N28 (7х4),173.0097,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",6,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,173.0087,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",37,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,173.0026,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",72,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Крестор табл.в / пл.об.10мг N28 (14х2),173.0025,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",50,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,5543002.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",93,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,5543003.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",26,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,173.0054,УП,"Астра Зенека ЮК Лімітед, Велика Британія",3,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,173.0045,УП,"Астра Зенека  АБ, Швеція",8,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",125,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) Смотка 1+1 **,5371011.0,УП,"Астра Зенека  АБ, Швеція",12,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,173.0034,УП,"Астра Зенека  АБ, Швеція",170,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",341,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,5371001.0,УП,"Астра Зенека  АБ, Швеція",34,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,173.0038,УП,"Астра Зенека  АБ, Швеція",20,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Фазлодекс р-н д / ін 250мг / 5мл предв.заполн.шпріц 5мл N2 з 2-ма стер.ігламі*,173.0092,УП,"Астра Зенека ЮК Лімітед, Велика Британія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЧЕРНОВИЦКАЯ,217,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,5581002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",515,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ВИННИЦКАЯ,193,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,5581002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",5,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ВОЛЫНСКАЯ,194,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,173.0022,УП,"Сенексі, Франція",5,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ДНЕПРОПЕТРОВСКАЯ,196,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,173.0088,УП,"Астра Зенека  АБ, Швеція",10,АСТРАЗЕНЕКА АБ (632)
