Назва продукту,"Всього, уп",Адреса клієнта-одержувача,Область України
Брилінта таб. п/о 90мг №56 (14х4) бліст.,5,"Київська обл., м.Бориспіль, вул.Шевченка, 4, Аптека ""Бориспільська центральна аптека №24""",Київська
Ксігдуо Пролонг таб. в/о 5мг/1000мг №28(4х7)бліст.,2,"Київська обл., м.Бориспіль, вул.Шевченка, 4, Аптека ""Бориспільська центральна аптека №24""",Київська
Беталок Зок таб. в/о 50мг №30,1,"КА-66 м. Бар, вул. Каштанова, 5, прим.1",Вінницька
Беталок Зок таб. в/о 50мг №30,1,"КФ А-98 м. Хмільник, проспект Свободи, 4",Вінницька
Брилінта таб. п/о 90мг №56 (14х4) бліст.,1,"КФ А-98 м. Хмільник, проспект Свободи, 4",Вінницька
Крестор таб. в/о 10мг №28 (14х2) бліст.,1,"КФ А-98 м. Хмільник, проспект Свободи, 4",Вінницька
"Будесонід Астразенека сусп.д/роз.0,5мг/мл 2мл №20",1,"КА-86 смт Літин, вул. Соборна, 26",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КФ А-4 Хмельницька обл., смт Стара Синява, вул.Грушевського, 60",Хмельницька
Беталок Зок таб. в/о 100мг №30,1,"КА-151 м.Біла Церква, б.Олександрійський, 20, прим.192",Київська
"Будесонід Астразенека сусп.д/роз.0,5мг/мл 2мл №20",1,"м. Фастів, вул. Соборна, 65-А",Київська
Симбікорт турбух. пор. дл/інг. 320мкг+9мкг 60д,1,"КА-48 смт Чернівці, вул.Святомиколаївська, 99",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КА-52 м. Могилів-Подільський, вул. Полтавська, 86",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м. Калинівка, вул. Чкалова, 6",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м. Калинівка, вул. Чкалова, 6",Вінницька
Крестор таб. в/о 20мг №28 (14х2) бліст.,4,"Ф-103 м. Вінниця, вул. Хмельницьке шосе, 96-А",Вінницька
Крестор таб. в/о 10мг №28 (14х2) бліст.,1,"Ф-12 м. Вінниця, вул. Київська, 68-а",Вінницька
Крестор таб. в/о 20мг №28 (14х2) бліст.,1,"Ф-1 м.Вінниця, пр-т Юності, 71",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Ф-1 м.Вінниця, пр-т Юності, 71",Вінницька
Крестор таб. в/о 10мг №28 (14х2) бліст.,1,"Ф-108 м. Вінниця, вул. Келецкая, 105",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-21 м. Вінниця, вул. Миколаївська, 2",Вінницька
Беталок Зок таб. в/о 50мг №30,1,"Ф-26 м. Вінниця, вул. Зодчих, 16",Вінницька
Крестор таб. в/о 10мг №28 (14х2) бліст.,1,"Ф-101 м. Вінниця, вул. Соборна, 84",Вінницька
Крестор таб. в/о 20мг №28 (14х2) бліст.,4,"Ф-101 м. Вінниця, вул. Соборна, 84",Вінницька
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,2,"Ф-101 м. Вінниця, вул. Соборна, 84",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"Ф-111 с.Лука-Мелешківська, вул.Тиврівське шосе, 2",Вінницька
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"Ф-21 м. Вінниця, вул. Миколаївська, 2",Вінницька
Брилінта таб. п/о 90мг №56 (14х4) бліст.,2,"Ф-23 м. Вінниця, вул. Ватутіна, 35",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-124 м. Вінниця, Олега Антонова, 13-В, корп.2, прим.99",Вінницька
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,3,"Ф-106 м. Вінниця, пр-т. Коцюбинського,35",Вінницька
Беталок Зок таб. в/о 100мг №30,1,"69027, м.Запоріжжя, вул.Барикадная, 35-склад,",Запоріжська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Дніпропетровська обл., м.Кривий Ріг, вул.Кремлівська, 30, прим.4",Дніпропетровська
Беталок Зок таб. в/о 50мг №30,1,"смт Муровані Курилівці, вул.Комарова, 1/131",Вінницька
Крестор таб. в/о 20мг №28 (14х2) бліст.,1,"Космонавтів, 11/13, м.Одеса",Одеська
Крестор таб. в/о 20мг №28 (14х2) бліст.,1,"А-22 м. Львів, вул. Б.Хмельницького, 1  033d25a7-2d6b-11ea-97d7-0cc47aff6138",Львівська
Крестор таб. в/о 20мг №28 (14х2) бліст.,1,"№27 м.Львів, вул.Личаківська, 55  7a941b53-8555-11e1-8b38-00155d01cd01",Львівська
Крестор таб. в/о 20мг №28 (14х2) бліст.,1,"№21 м.Львів, вул.Городоцька, 181  94907d37-9851-11e1-a08b-9c8e992e54ad",Львівська
Крестор таб. в/о 20мг №28 (14х2) бліст.,3,"пр-т Леся Курбаса, 2/13, 	м.Київ",
Крестор таб. в/о 20мг №28 (14х2) бліст.,10,"м.Київ, вул.Маршала Тимошенко, 21, корп.14, прим.№6",
Брилінта таб. п/о 90мг №56 (14х4) бліст.,16,"61001, м.Харків, вул.Юріївська,17",Київська
Крестор таб. в/о 20мг №28 (14х2) бліст.,5,"61001, м.Харків, вул.Юріївська,17",Київська
Крестор таб. в/о 40мг №28 (7х4) бліст.,1,"61001, м.Харків, вул.Юріївська,17",Київська
Крестор таб. в/о 40мг №28 (7х4) бліст.,1,"КФ А-96 Житомирська обл., смт Черняхів, вул.Володимирська, 3",Житомирська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"КФ А-113 Житомирська обл., Андрушівський р-н, м. Андрушівка, вул.Зазулінського, 11, прим.3",Житомирська
"Будесонід Астразенека сусп.д/роз.0,5мг/мл 2мл №20",3,"КФ А-7 м.Тульчин, вул.Леонтовича, 108",Вінницька
Беталок Зок таб. в/о 100мг №30,1,"КФ А-85 м.Тульчин, вул. Леонтовича, 37",Вінницька
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"КА-69 м. Бершадь, вул. Героїв України, 7, прим.22",Вінницька
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"КФ А-11 м.Гайворон, вул.Василя Стуса, 29-А",Кіровоградська
Комбогліза XR таб. в/о 5мг/1000мг №28 (7х4)бліст,2,"смт Теплик, вул. Незалежності, 31",Вінницька
Беталок Зок таб. в/о 50мг №30,1,"КФ А-85 м.Тульчин, вул. Леонтовича, 37",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"КФ А-85 м.Тульчин, вул. Леонтовича, 37",Вінницька
Беталок Зок таб. в/о 25мг №14,1,"КФ А-150 м. Козятин, вул. 8-ма Гвардійська, 55",Вінницька
"Будесонід Астразенека сусп.д/роз.0,5мг/мл 2мл №20",1,"КФ А-94 м. Козятин, вул. Героїв Майдану, 9",Вінницька
Комбогліза XR таб. в/о 5мг/1000мг №28 (7х4)бліст,1,"смт Піщанка, вул. Центральна, 42",Вінницька
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"смт Томашпіль, вул. Кирила Стеценка, 5",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-27 м. Вінниця, вул. Л. Ратушної, 24а",Вінницька
Брилінта таб. в/о 60мг №56 (14х4) бліст.,1,"Ф-103 м. Вінниця, вул. Хмельницьке шосе, 96-А",Вінницька
Крестор таб. в/о 20мг №28 (14х2) бліст.,1,"Ф-128, м. Вінниця, вул. Павла Алепського, 1-А",Вінницька
Крестор таб. в/о 20мг №28 (14х2) бліст.,3,"Ф-50 м. Вінниця, вул. Пирогова, 52а",Вінницька
Крестор таб. в/о 20мг №28 (14х2) бліст.,2,"Ф-9 м. Вінниця, вул. Князів Коріатовичів, 184",Вінницька
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"Ф-9 м. Вінниця, вул. Князів Коріатовичів, 184",Вінницька
Онгліза 5мг таб.№30,1,"Ф-9 м. Вінниця, вул. Князів Коріатовичів, 184",Вінницька
Брилінта таб. п/о 90мг №56 (14х4) бліст.,2,"Ф-102 м. Вінниця, вул. Пирогова, 112-А",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ф-158 с.Агрономічне, вул.Мічуріна, 2А, корпус 6, прим.26",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-158 с.Агрономічне, вул.Мічуріна, 2А, корпус 6, прим.26",Вінницька
Брилінта таб. п/о 90мг №56 (14х4) бліст.,1,"Ф-124 м. Вінниця, Олега Антонова, 13-В, корп.2, прим.99",Вінницька
Золадекс капс. 3.6мг шприц-аплікатор №1,3,"м. Вінниця, пр-т Коцюбинського, 9, прим.58 ",Вінницька
Крестор таб. в/о 40мг №28 (7х4) бліст.,2,"м.Одеса, вул.Космодем'янської Зої, 5а #А5",Одеська
Беталок Зок таб. в/о 100мг №30,1,"Ф-50 м. Вінниця, вул. Пирогова, 52а",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Одеська обл., Біляївський р-н., с.Великий Дальник, вул.Маяцька дорога,11-А/2 	Аптека №1 ",Одеська
Беталок Зок таб. в/о 25мг №14,1,"Одеська обл., м.Березівка, провулок Шевченко, 7",Одеська
Крестор таб. в/о 5мг №28 (14х2) бліст.,1,"Одеська обл., м.Березівка, провулок Шевченко, 7",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Аптека №5 ""Медея""   Київська обл., Броварський р-н, с.Рожни, вул.Щорса, 41-б 1412,5",Київська
Крестор таб. в/о 20мг №28 (14х2) бліст.,1,"Київська обл., Бориспільський р-н, с.Гнідин, вул.Центральна, 41, медамбулаторія, 1-й поверх, Аптечний пункт №4",Київська
